-BEGIN HEADER-,,,,,,,,,,
2021,6,26,16,31.45,21,0.03,305.76,380.77,98.93,5.55
2021,6,26,17,30.35,21.36,0.02,157.97,178.48,98.98,5.83
2021,6,26,18,28.83,21.73,0.03,33.23,31.4,99.04,6.23
2021,6,26,19,27.74,21.55,0.02,0,0,99.13,6.83
2021,6,26,20,27.2,21.48,0.02,0,0,99.21,6.97
2021,6,26,21,26.87,21.42,0.02,0,0,99.26,6.73
2021,6,26,22,26.69,21.3,0.02,0,0,99.29,6.35
2021,6,26,23,26.54,21.24,0.02,0,0,99.27,5.97
2021,6,27,0,26.39,21.12,0.02,0,0,99.25,5.77
2021,6,27,1,26.22,21.06,0.04,0,0,99.22,5.29
2021,6,27,2,26.03,20.94,0.04,0,0,99.22,4.63
2021,6,27,3,25.89,20.81,0.04,0,0,99.21,4.15
2021,6,27,4,25.75,20.69,0.03,0,0,99.23,3.81
2021,6,27,5,25.72,20.63,0.03,9.71,7.23,99.28,3.47
2021,6,27,6,26.83,21.06,0.02,90,111.23,99.37,2.89
2021,6,27,7,28.17,21,0.03,225.93,289.67,99.44,3.01
2021,6,27,8,29.62,20.63,0.03,377.92,487.15,99.49,2.85
2021,6,27,9,30.69,20.39,0.61,485.66,676.95,99.52,2.81
2021,6,27,10,31.42,20.45,0.81,448.28,807.52,99.53,3.22
2021,6,27,11,32.02,20.51,1.06,546.18,899.17,99.49,3.77
2021,6,27,12,32.29,20.57,1.38,518.12,944.05,99.42,4.3
2021,6,27,13,32.28,20.69,1.69,458.3,885.05,99.34,4.76
2021,6,27,14,32.09,20.75,1.73,395.73,766.67,99.27,5.15
2021,6,27,15,31.72,20.81,1.46,380.3,597.55,99.22,5.54
2021,6,27,16,30.9,21.06,1.21,272.14,390.48,99.21,5.99
2021,6,27,17,29.83,21.48,0.99,146.37,186.4,99.24,6.36
2021,6,27,18,28.51,21.85,0.71,34.23,33.58,99.3,6.48
2021,6,27,19,27.55,21.73,0.41,0,0,99.37,6.82
2021,6,27,20,27.12,21.67,0.23,0,0,99.43,6.66
2021,6,27,21,26.95,21.55,0.14,0,0,99.48,6.41
2021,6,27,22,26.78,21.42,0.13,0,0,99.48,6.22
2021,6,27,23,26.58,21.18,0.13,0,0,99.44,6.02
2021,6,28,0,26.32,20.94,0.15,0,0,99.39,5.76
2021,6,28,1,26.05,20.69,0.15,0,0,99.35,5.5
2021,6,28,2,25.8,20.39,0.26,0,0,99.34,5.09
2021,6,28,3,25.55,20.2,0.28,0,0,99.35,4.58
2021,6,28,4,25.33,19.96,0.28,0,0,99.38,4.13
2021,6,28,5,25.25,19.84,0.4,9.79,7.15,99.41,3.9
2021,6,28,6,26.05,20.14,0.59,97.73,108.38,99.48,3.5
2021,6,28,7,27.09,20.39,0.68,262.38,295.58,99.53,4.53
2021,6,28,8,28.31,20.45,0.57,444.46,496.67,99.55,5.44
2021,6,28,9,29.48,20.39,0.01,565.38,681.65,99.55,5.79
2021,6,28,10,30.41,20.32,0.01,711.07,823.27,99.52,5.98
2021,6,28,11,31.09,20.26,0.01,755.46,908.42,99.46,6
2021,6,28,12,31.78,20.32,0.01,775.27,923.52,99.37,5.78
2021,6,28,13,32.19,20.32,0.01,693.26,878.1,99.29,5.64
2021,6,28,14,32.34,20.32,0,586.38,760.85,99.21,5.67
2021,6,28,15,32.1,20.39,0,454.05,598.45,99.16,5.61
2021,6,28,16,31.27,20.69,0,291.7,391.67,99.14,5.57
2021,6,28,17,30.2,21.36,0,143.54,186.42,99.15,5.56
2021,6,28,18,28.8,21.79,0,30.65,32.83,99.18,5.83
2021,6,28,19,27.83,21.36,0,0,0,99.23,6.46
2021,6,28,20,27.37,21.06,0,0,0,99.28,6.74
2021,6,28,21,26.99,20.87,0,0,0,99.32,6.87
2021,6,28,22,26.66,20.69,0,0,0,99.32,6.94
2021,6,28,23,26.39,20.51,0.01,0,0,99.28,6.89
2021,6,29,0,26.15,20.32,0.01,0,0,99.22,6.64
2021,6,29,1,25.94,20.2,0.01,0,0,99.19,6.26
2021,6,29,2,25.77,20.14,0.01,0,0,99.17,5.84
2021,6,29,3,25.57,20.02,0.01,0,0,99.17,5.62
2021,6,29,4,25.47,19.9,0.01,0,0,99.17,5.76
2021,6,29,5,25.44,19.78,0.01,9.2,6.38,99.18,6.07
2021,6,29,6,26.34,20.08,0.01,84.89,98.83,99.22,5.63
2021,6,29,7,27.73,20.51,0.01,224.52,280.83,99.27,5.72
2021,6,29,8,29.43,20.69,0.02,349.16,472.73,99.31,5.85
2021,6,29,9,31.1,20.57,0,463.9,643.08,99.34,5.67
2021,6,29,10,32.35,20.63,0,568.64,766.65,99.33,5.68
2021,6,29,11,33.08,20.81,0,536.45,846.38,99.27,5.8
2021,6,29,12,33.45,20.94,0,571.99,936.4,99.18,6.02
2021,6,29,13,33.34,20.94,0,480.95,871.7,99.09,6.29
2021,6,29,14,33.22,21,0,399.77,744.27,99.01,6.54
2021,6,29,15,32.76,20.94,0,237.37,572.75,98.97,6.75
2021,6,29,16,32.13,21.18,0,129.27,368.8,98.95,6.71
2021,6,29,17,30.97,21.97,0,75.56,173.48,98.97,6.34
2021,6,29,18,29.4,22.4,0,18.55,30.9,99.01,6.48
2021,6,29,19,28.5,21.97,0,0,0,99.05,7.1
2021,6,29,20,28.07,21.73,0,0,0,99.1,7.2
2021,6,29,21,27.68,21.61,0,0,0,99.13,7.03
2021,6,29,22,27.36,21.48,0.01,0,0,99.13,6.75
2021,6,29,23,27.26,21.24,0.01,0,0,99.1,7.38
2021,6,30,0,27.15,21.12,0.01,0,0,99.05,7.19
2021,6,30,1,26.96,21.12,0.02,0,0,99.02,6.52
2021,6,30,2,26.86,21.06,0.02,0,0,98.98,6.57
2021,6,30,3,26.83,20.94,0.02,0,0,98.95,7.02
2021,6,30,4,26.7,20.75,0.02,0,0,98.93,7.12
2021,6,30,5,26.66,20.57,0.01,8.25,5.98,98.95,7.93
2021,6,30,6,27.28,20.87,0.01,76.55,95.05,99,6.95
2021,6,30,7,28.35,21.42,0,204.38,265.92,99.06,6.05
2021,6,30,8,29.69,21.85,0,322.02,445.15,99.13,6.86
2021,6,30,9,30.54,21.97,0.09,413.96,598.45,99.16,7.38
2021,6,30,10,31.15,22.09,0.15,517.72,713.23,99.15,7.36
2021,6,30,11,31.8,22.22,0.22,546.72,805.4,99.1,6.98
2021,6,30,12,32.29,22.34,0.31,640.62,875.6,99.03,6.5
2021,6,30,13,32.4,22.46,0.42,626.8,807.23,98.94,5.93
2021,6,30,14,32.3,22.71,0.42,529.7,683.27,98.87,5.49
2021,6,30,15,31.89,23.13,0.46,442.12,516.67,98.82,5.5
2021,6,30,16,31.33,23.32,0.47,281.38,318.95,98.78,5.68
2021,6,30,17,30.43,23.8,0.47,132.84,144.3,98.78,5.93
2021,6,30,18,29.39,23.44,0.45,27.09,26.6,98.82,6.87
2021,6,30,19,28.83,23.01,0.43,0,0,98.87,7.54
2021,6,30,20,28.58,22.83,0.35,0,0,98.91,7.88
2021,6,30,21,28.3,22.52,0.29,0,0,98.96,8.13
2021,6,30,22,27.98,22.09,0.19,0,0,98.96,8.39
2021,6,30,23,27.62,21.79,0.12,0,0,98.92,8.04
2021,7,1,0,27.25,21.55,0.08,0,0,98.87,7.29
2021,7,1,1,27.01,21.36,0.06,0,0,98.83,6.97
2021,7,1,2,26.83,21.24,0.04,0,0,98.79,6.81
2021,7,1,3,26.68,21.12,0.04,0,0,98.78,6.58
2021,7,1,4,26.54,20.94,0.02,0,0,98.79,6.47
2021,7,1,5,26.48,20.81,0.02,7.71,5.48,98.82,6.46
2021,7,1,6,27.17,21.06,0.02,51.42,86.6,98.87,6.03
2021,7,1,7,28.11,21.48,0.03,97.98,247.65,98.91,5.24
2021,7,1,8,29.4,22.03,0.09,313.28,424.83,98.93,5.35
2021,7,1,9,30.56,22.16,0.08,412.45,585.23,98.92,5.63
2021,7,1,10,31.26,22.28,0.11,483.62,708.67,98.91,5.24
2021,7,1,11,31.75,22.22,0.12,561.32,781.9,98.88,4.91
2021,7,1,12,32.04,22.09,0.18,463.24,796.9,98.84,4.56
2021,7,1,13,32.12,22.03,0.26,375.3,745.58,98.8,4.05
2021,7,1,14,31.87,21.97,0.34,337.91,630.85,98.79,3.47
2021,7,1,15,31.19,22.4,0.4,114.47,467.17,98.78,3.63
2021,7,1,16,30.38,22.46,0.45,52.73,288,98.77,4.55
2021,7,1,17,29.39,22.77,0.51,26.7,134.62,98.79,5.17
2021,7,1,18,28.47,22.71,0.52,15.79,25.05,98.82,5.87
2021,7,1,19,28.05,22.52,0.54,0,0,98.86,6.54
2021,7,1,20,27.9,22.34,0.51,0,0,98.9,7.06
2021,7,1,21,27.69,22.09,0.57,0,0,98.94,7.13
2021,7,1,22,27.4,21.73,0.71,0,0,98.97,7.2
2021,7,1,23,27.11,21.36,0.89,0,0,98.95,7.42
2021,7,2,0,26.89,20.94,0.92,0,0,98.92,7.73
2021,7,2,1,26.73,20.69,0.82,0,0,98.89,7.81
2021,7,2,2,26.55,20.63,0.68,0,0,98.87,7.48
2021,7,2,3,26.37,20.57,0.63,0,0,98.87,6.6
2021,7,2,4,26.13,20.57,0.63,0,0,98.89,5.58
2021,7,2,5,26.01,20.57,0.63,6.87,5,98.94,4.73
2021,7,2,6,26.66,20.94,0.63,33.16,79.02,99,3.67
2021,7,2,7,27.43,21.06,0.62,133.62,222.45,99.05,3.02
2021,7,2,8,28.42,21.3,0.58,225.94,385.88,99.08,2.69
2021,7,2,9,29.32,21.18,0.22,351.66,564.77,99.1,2.65
2021,7,2,10,30.02,20.94,0.19,464.89,701.83,99.11,2.53
2021,7,2,11,30.5,20.75,0.18,559.02,789.98,99.06,2.31
2021,7,2,12,30.69,20.51,0.14,530.95,830.27,99.01,2.16
2021,7,2,13,30.71,20.45,0.12,572.22,783.23,98.95,2.01
2021,7,2,14,30.52,20.51,0.11,489.88,670.3,98.93,1.8
2021,7,2,15,30.19,20.75,0.12,275.23,514.6,98.92,1.64
2021,7,2,16,29.73,21.12,0.14,129.94,323.35,98.93,1.68
2021,7,2,17,29.25,20.81,0.17,76.88,147.58,98.96,1.85
2021,7,2,18,28.31,21.42,0.24,18.34,27.1,99.01,2
2021,7,2,19,27.53,21.85,0.33,0,0,99.05,2.39
2021,7,2,20,27.16,21.61,0.4,0,0,99.1,2.91
2021,7,2,21,26.9,21.42,0.44,0,0,99.15,3.55
2021,7,2,22,26.72,21.3,0.49,0,0,99.16,4.08
2021,7,2,23,26.49,21.12,0.53,0,0,99.11,4.23
2021,7,3,0,26.27,20.94,0.55,0,0,99.05,4.11
2021,7,3,1,26.05,20.75,0.51,0,0,99.01,3.77
2021,7,3,2,25.88,20.57,0.45,0,0,99,3.31
2021,7,3,3,25.8,20.45,0.4,0,0,98.99,2.78
2021,7,3,4,25.73,20.32,0.35,0,0,98.99,2.61
2021,7,3,5,25.68,20.32,0.3,6.67,4.52,99.01,2.79
2021,7,3,6,26.26,20.69,0.25,67.38,71.85,99.06,2.97
2021,7,3,7,26.93,20.75,0.2,180.01,210.7,99.1,3.27
2021,7,3,8,27.67,21,0.14,334.54,370.77,99.15,3.6
2021,7,3,9,28.41,21.3,0.43,452.09,528.38,99.19,3.92
2021,7,3,10,28.99,21.48,0.35,506.48,631.77,99.22,3.81
2021,7,3,11,29.26,21.55,0.37,606.98,716.05,99.21,3.47
2021,7,3,12,29.45,21.48,0.37,663.41,816.35,99.17,3.29
2021,7,3,13,29.59,21.36,0.39,641.45,795.92,99.11,3.23
2021,7,3,14,29.7,21.3,0.35,526.27,680.42,99.05,3.06
2021,7,3,15,29.69,21.36,0.28,406.82,525.2,99,2.66
2021,7,3,16,29.54,21.79,0.23,263.57,337.6,98.97,2.2
2021,7,3,17,29.34,21.42,0.17,123.87,157.58,98.96,2.01
2021,7,3,18,28.65,22.16,0.11,26,28.95,98.98,1.83
2021,7,3,19,28.02,21.55,0.06,0,0,99.02,2.44
2021,7,3,20,27.51,21.48,0.06,0,0,99.08,3.58
2021,7,3,21,27.21,21.24,0.05,0,0,99.13,4.53
2021,7,3,22,26.94,21.06,0.06,0,0,99.15,5.17
2021,7,3,23,26.73,20.94,0.11,0,0,99.13,5.4
2021,7,4,0,26.51,20.81,0.21,0,0,99.1,5.4
2021,7,4,1,26.3,20.69,0.32,0,0,99.08,5.32
2021,7,4,2,26.09,20.51,0.35,0,0,99.07,5.27
2021,7,4,3,25.94,20.32,0.32,0,0,99.06,5.16
2021,7,4,4,25.81,20.2,0.22,0,0,99.08,5.18
2021,7,4,5,25.79,20.14,0.17,7.7,4.98,99.14,4.97
2021,7,4,6,26.41,20.32,0.2,68.37,82.5,99.21,4.27
2021,7,4,7,27.05,20.57,0.32,187.48,240.83,99.28,3.3
2021,7,4,8,28.12,20.94,0.41,350.84,435.73,99.32,3.15
2021,7,4,9,29.4,21,0.09,486.76,617.08,99.35,2.98
2021,7,4,10,30.44,21,0.09,579.89,750.25,99.36,2.52
2021,7,4,11,31.07,20.87,0.07,620.61,828.33,99.33,2.12
2021,7,4,12,31.61,20.57,0.08,433.84,797.95,99.26,1.86
2021,7,4,13,31.9,20.26,0.08,403.04,731.6,99.18,1.75
2021,7,4,14,31.7,20.26,0.06,381.6,614.48,99.11,1.7
2021,7,4,15,31.37,20.32,0.06,276.2,458.73,99.07,1.74
2021,7,4,16,31.01,20.57,0.05,203.31,294.5,99.04,1.92
2021,7,4,17,30.39,21.18,0.04,104.98,135.25,99.04,2.3
2021,7,4,18,29.3,21.79,0.04,21.71,26.2,99.08,2.85
2021,7,4,19,28.22,21.91,0.04,0,0,99.14,3.7
2021,7,4,20,27.68,21.36,0.06,0,0,99.19,4.46
2021,7,4,21,27.23,21,0.08,0,0,99.25,4.94
2021,7,4,22,26.89,20.81,0.09,0,0,99.27,5.11
2021,7,4,23,26.63,20.75,0.09,0,0,99.25,4.96
2021,7,5,0,26.44,20.75,0.09,0,0,99.2,4.56
2021,7,5,1,26.28,20.75,0.07,0,0,99.15,4.02
2021,7,5,2,26.19,20.75,0.06,0,0,99.11,3.6
2021,7,5,3,26.12,20.69,0.06,0,0,99.11,3.51
2021,7,5,4,26.01,20.63,0.05,0,0,99.14,3.6
2021,7,5,5,25.98,20.63,0.04,6.95,4.92,99.19,3.61
2021,7,5,6,26.6,20.81,0.04,61.73,83.23,99.25,3.19
2021,7,5,7,27.25,20.81,0.04,176.96,242.55,99.31,2.67
2021,7,5,8,27.94,20.87,0.04,311.12,430.12,99.35,2.46
2021,7,5,9,28.5,20.94,0.64,488.96,609.17,99.38,2.06
2021,7,5,10,29,21,0.49,589.71,703.92,99.38,1.8
2021,7,5,11,29.53,21.06,0.5,582.91,791.77,99.32,1.55
2021,7,5,12,30.05,21.06,0.53,586.87,861.73,99.24,1.4
2021,7,5,13,30.58,21.06,0.42,500.28,802.98,99.15,1.39
2021,7,5,14,31.15,21.06,0.26,336.47,681.05,99.07,1.34
2021,7,5,15,31.35,20.87,0.14,310.28,516.25,99,1.19
2021,7,5,16,31.23,20.75,0.17,214.8,322.45,98.98,1.02
2021,7,5,17,30.79,21.3,0.18,71.58,148.58,98.99,1.17
2021,7,5,18,29.81,21.79,0.13,24.34,27.52,99.03,1.72
2021,7,5,19,28.54,22.46,0.08,0,0,99.08,2.65
2021,7,5,20,28,22.09,0.06,0,0,99.12,3.49
2021,7,5,21,27.58,21.79,0.06,0,0,99.15,3.87
2021,7,5,22,27.23,21.61,0.09,0,0,99.16,3.89
2021,7,5,23,26.94,21.48,0.13,0,0,99.14,3.7
2021,7,6,0,26.73,21.36,0.15,0,0,99.1,3.36
2021,7,6,1,26.54,21.24,0.16,0,0,99.07,3.14
2021,7,6,2,26.37,21.12,0.18,0,0,99.02,3.18
2021,7,6,3,26.19,20.94,0.19,0,0,98.99,3.64
2021,7,6,4,26.04,20.75,0.12,0,0,98.98,4.23
2021,7,6,5,25.96,20.57,0.07,7.46,4.6,98.99,4.65
2021,7,6,6,26.67,20.81,0.03,57.25,78.65,99.04,4.19
2021,7,6,7,27.9,21.3,0.06,172.81,234.35,99.12,2.86
2021,7,6,8,29.74,21.3,0.11,313.57,422.15,99.17,1.95
2021,7,6,9,30.99,21.12,0.01,533,598.9,99.17,0.98
2021,7,6,10,31.95,20.94,0.01,636.91,699.2,99.13,0.26
2021,7,6,11,32.55,20.87,0.01,697.16,804.05,99.07,0.66
2021,7,6,12,32.53,20.81,0.01,601.42,785.4,98.98,1.33
2021,7,6,13,32.14,21,0.02,489.11,753.52,98.92,1.81
2021,7,6,14,31.49,21.24,0.03,406.64,638.98,98.87,2.19
2021,7,6,15,30.58,21.61,0.03,262.65,486.45,98.85,2.47
2021,7,6,16,29.8,21.85,0.02,185.23,308.2,98.86,2.9
2021,7,6,17,29.05,22.09,0.03,87.02,143.3,98.88,3.76
2021,7,6,18,28.15,22.16,0.03,25.94,26.75,98.88,5.01
2021,7,6,19,27.56,21.85,0.03,0,0,98.91,5.47
2021,7,6,20,27.33,21.61,0.03,0,0,98.93,5.94
2021,7,6,21,27.12,21.55,0.03,0,0,98.99,5.79
2021,7,6,22,26.94,21.61,0.04,0,0,99.04,5.07
2021,7,6,23,26.77,21.48,0.07,0,0,99.04,4.82
2021,7,7,0,26.63,21.3,0.1,0,0,99,5.13
2021,7,7,1,26.49,21.06,0.14,0,0,98.95,5.49
2021,7,7,2,26.36,20.87,0.17,0,0,98.92,5.38
2021,7,7,3,26.25,20.75,0.22,0,0,98.93,5.01
2021,7,7,4,26.14,20.63,0.29,0,0,98.94,4.89
2021,7,7,5,26.09,20.51,0.35,6.81,4.4,98.97,4.94
2021,7,7,6,26.6,20.75,0.34,68.23,74.08,99.01,4.72
2021,7,7,7,27.23,20.87,0.25,200.07,216.58,99.05,4.1
2021,7,7,8,28.19,21.42,0.16,329.27,385.9,99.1,3.75
2021,7,7,9,29.71,21.48,0.51,491.41,558.85,99.12,4.14
2021,7,7,10,30.69,21.55,0.49,575.8,688.8,99.13,3.86
2021,7,7,11,31.24,21.61,0.61,572.94,771.77,99.12,3.53
2021,7,7,12,31.62,21.61,0.94,496.73,667.83,99.07,3.4
2021,7,7,13,31.69,21.67,1.28,482.88,637.92,99,3.45
2021,7,7,14,31.48,21.73,1.51,309.65,526.55,98.95,3.55
2021,7,7,15,31.12,22.22,1.69,37.39,394.42,98.91,3.76
2021,7,7,16,30.76,22.16,1.77,26.11,245.9,98.88,4.05
2021,7,7,17,29.91,21.91,1.67,17.2,114.88,98.89,4.54
2021,7,7,18,28.56,22.03,1.47,13.25,22.23,98.92,5.53
2021,7,7,19,27.58,21.24,1.22,0,0,98.98,6.76
2021,7,7,20,27.16,21.06,0.97,0,0,99.05,7.4
2021,7,7,21,26.9,21.36,0.71,0,0,99.12,7.26
2021,7,7,22,26.81,21.48,0.55,0,0,99.14,6.72
2021,7,7,23,26.76,21.55,0.45,0,0,99.11,6.18
2021,7,8,0,26.66,21.55,0.38,0,0,99.06,5.64
2021,7,8,1,26.53,21.48,0.34,0,0,99.01,5.09
2021,7,8,2,26.4,21.42,0.28,0,0,98.98,4.68
2021,7,8,3,26.31,21.36,0.22,0,0,98.96,4.55
2021,7,8,4,26.39,21.42,0.2,0,0,98.98,5.05
2021,7,8,5,26.52,21.48,0.25,5.74,3.58,99.01,5.55
2021,7,8,6,27.22,22.03,0.29,28.34,64.98,99.05,5.51
2021,7,8,7,27.98,22.46,0.27,100.72,196.02,99.1,5.29
2021,7,8,8,28.68,22.4,0.24,220.35,363.05,99.13,6.07
2021,7,8,9,29.26,21.97,0.66,286.82,534.95,99.16,6.44
2021,7,8,10,29.8,21.61,0.75,422.98,675.67,99.15,6.42
2021,7,8,11,30.42,21.48,0.86,422.7,773.17,99.11,6.22
2021,7,8,12,31.07,21.36,0.91,418.37,836.45,99.06,5.9
2021,7,8,13,31.39,21.18,0.95,441.17,762.7,98.98,5.65
2021,7,8,14,31.3,20.94,1.01,441.45,678.85,98.92,5.56
2021,7,8,15,30.99,20.75,0.92,280.97,522.2,98.86,5.51
2021,7,8,16,30.44,20.75,0.84,200.62,330.88,98.83,5.67
2021,7,8,17,29.56,21.06,0.64,112.49,150.3,98.82,5.98
2021,7,8,18,28.19,21.48,0.45,28.02,28.73,98.86,6.16
2021,7,8,19,27.19,21.24,0.35,0,0,98.94,6.47
2021,7,8,20,26.79,21.18,0.29,0,0,99.02,6.14
2021,7,8,21,26.51,21.12,0.15,0,0,99.07,5.72
2021,7,8,22,26.28,21,0.09,0,0,99.09,5.62
2021,7,8,23,26.14,20.87,0.06,0,0,99.06,5.74
2021,7,9,0,26,20.75,0.04,0,0,99.01,5.76
2021,7,9,1,25.88,20.63,0.04,0,0,98.96,5.57
2021,7,9,2,25.69,20.45,0.07,0,0,98.91,5.33
2021,7,9,3,25.5,20.32,0.08,0,0,98.88,5.13
2021,7,9,4,25.33,20.14,0.06,0,0,98.89,4.95
2021,7,9,5,25.29,20.08,0.08,6.62,4.55,98.93,4.76
2021,7,9,6,26.34,20.57,0.16,56.64,87.65,98.99,4.26
2021,7,9,7,27.76,20.32,0.23,187.73,260.15,99.05,4.6
2021,7,9,8,29.14,20.02,0.13,341.78,457.75,99.08,4.78
2021,7,9,9,30.23,20.08,0.04,458.14,635.27,99.09,4.97
2021,7,9,10,31.17,20.26,0.08,556.99,769.95,99.06,5.23
2021,7,9,11,31.94,20.45,0.12,559.85,852.65,99.02,5.45
2021,7,9,12,32.4,20.57,0.19,546.14,908.23,98.95,5.69
2021,7,9,13,32.61,20.63,0.25,537.84,872.67,98.86,5.93
2021,7,9,14,32.5,20.63,0.22,421.32,735.9,98.8,6.35
2021,7,9,15,32.06,20.69,0.14,375.92,587.38,98.77,6.82
2021,7,9,16,31.05,20.81,0.07,252.38,390.92,98.77,7.28
2021,7,9,17,29.83,21.06,0.08,128.32,185.02,98.8,7.31
2021,7,9,18,28.35,21.3,0.05,34.2,33.77,98.86,7.03
2021,7,9,19,27.26,21.06,0.05,0,0,98.93,6.99
2021,7,9,20,26.77,20.81,0.03,0,0,98.99,6.69
2021,7,9,21,26.44,20.75,0.02,0,0,99.03,6.4
2021,7,9,22,26.21,20.75,0.01,0,0,99.04,6.18
2021,7,9,23,26.12,20.81,0.01,0,0,98.99,5.83
2021,7,10,0,26.07,20.87,0.02,0,0,98.92,5.4
2021,7,10,1,26.05,20.87,0.03,0,0,98.84,4.9
2021,7,10,2,25.99,20.87,0.03,0,0,98.8,4.32
2021,7,10,3,25.95,20.81,0.1,0,0,98.83,3.41
2021,7,10,4,25.92,20.69,0.11,0,0,98.88,2.73
2021,7,10,5,25.97,20.63,0.08,7.1,5,98.91,2.16
2021,7,10,6,26.98,21.06,0.14,67.19,105.52,98.98,1.47
2021,7,10,7,28.31,21.12,0.18,195.55,308.83,99.04,0.92
2021,7,10,8,29.31,20.75,0.1,346.48,525.35,99.06,1.13
2021,7,10,9,29.98,20.81,0.15,485.65,714.17,99.06,1.98
2021,7,10,10,30.32,21,0.13,516.18,856.12,99.06,2.67
2021,7,10,11,30.5,21.12,0.12,619.79,935.15,99.01,3.03
2021,7,10,12,30.58,21.24,0.14,605.3,933.5,98.93,3.16
2021,7,10,13,30.83,21.42,0.17,506.72,866.73,98.84,3.25
2021,7,10,14,31.16,21.55,0.23,453.77,769.75,98.78,3.37
2021,7,10,15,31.19,21.67,0.45,333.52,605.35,98.76,3.66
2021,7,10,16,30.75,21.91,0.41,239.2,402.02,98.76,4.19
2021,7,10,17,29.92,22.22,0.34,101.45,190.17,98.8,4.69
2021,7,10,18,28.62,22.34,0.16,31.08,34.3,98.88,5.3
2021,7,10,19,27.68,21.85,0.37,0,0,98.98,6.1
2021,7,10,20,27.2,21.42,0.37,0,0,99.05,6.49
2021,7,10,21,26.73,21.06,0.31,0,0,99.1,6.2
2021,7,10,22,26.3,20.81,0.2,0,0,99.13,5.59
2021,7,10,23,25.98,20.57,0.16,0,0,99.13,4.76
2021,7,11,0,25.77,20.45,0.13,0,0,99.12,3.88
2021,7,11,1,25.6,20.32,0.12,0,0,99.07,2.98
2021,7,11,2,25.52,20.2,0.11,0,0,99.02,2.1
2021,7,11,3,25.48,20.02,0.09,0,0,99,1.62
2021,7,11,4,25.37,19.96,0.09,0,0,99.01,1.68
2021,7,11,5,25.26,19.9,0.15,7.34,4.83,99.06,2.05
2021,7,11,6,26.33,20.57,0.36,83.98,103.6,99.17,2.34
2021,7,11,7,27.86,20.87,0.46,254.46,300.23,99.24,3.43
2021,7,11,8,29.12,20.75,0.39,438.61,509.02,99.27,4.36
2021,7,11,9,29.74,20.51,0.59,564.46,693.1,99.3,5
2021,7,11,10,30.08,20.45,0.86,638.78,834.83,99.29,5.54
2021,7,11,11,30.3,20.63,0.81,651.42,912.9,99.26,5.81
2021,7,11,12,30.46,20.75,0.87,697.64,946.9,99.2,5.97
2021,7,11,13,30.63,20.87,1,616.69,890.4,99.12,6.05
2021,7,11,14,30.77,21,1.09,630.09,791.35,99.05,6.09
2021,7,11,15,30.82,21.12,1.07,436.91,620.6,99,5.99
2021,7,11,16,30.43,21.48,0.94,291.01,422.95,98.98,5.85
2021,7,11,17,29.63,22.09,0.66,148.91,215.48,99.01,5.55
2021,7,11,18,28.45,22.4,0.29,36.45,39.4,99.07,5.67
2021,7,11,19,27.67,21.97,0.14,0,0,99.15,6.42
2021,7,11,20,27.3,21.67,0.21,0,0,99.22,6.55
2021,7,11,21,26.87,21.48,0.2,0,0,99.29,5.81
2021,7,11,22,26.47,21.24,0.22,0,0,99.32,4.97
2021,7,11,23,26.15,21,0.26,0,0,99.31,4.41
2021,7,12,0,25.91,20.81,0.2,0,0,99.29,3.91
2021,7,12,1,25.76,20.69,0.15,0,0,99.26,3.19
2021,7,12,2,25.66,20.57,0.13,0,0,99.22,2.56
2021,7,12,3,25.51,20.45,0.12,0,0,99.21,2.53
2021,7,12,4,25.37,20.39,0.16,0,0,99.23,3.55
2021,7,12,5,25.51,20.45,0.17,6.71,4.85,99.29,4.79
2021,7,12,6,26.65,21.06,0.22,78.75,106.62,99.34,4.73
2021,7,12,7,27.78,21.3,0.53,227.96,306.1,99.37,4.97
2021,7,12,8,28.83,21.06,0.47,365.13,522,99.41,5.67
2021,7,12,9,29.76,20.81,0.49,485.76,709.02,99.44,6.11
2021,7,12,10,30.53,20.87,0.54,547.93,848.95,99.41,6.36
2021,7,12,11,30.96,20.94,0.58,526.07,915.2,99.36,6.55
2021,7,12,12,31.14,20.94,0.62,486.85,952.17,99.29,6.81
2021,7,12,13,31.11,20.81,0.75,540.73,897.95,99.22,7.12
2021,7,12,14,30.71,20.75,0.79,414.65,780.38,99.15,7.46
2021,7,12,15,29.96,20.81,0.68,157.22,611.3,99.12,7.5
2021,7,12,16,29.18,21.18,0.66,108.47,412.15,99.11,6.72
2021,7,12,17,28.4,21.67,0.37,73.77,201.52,99.14,5.66
2021,7,12,18,27.53,21.67,0.2,32.24,35.3,99.19,5.27
2021,7,12,19,26.87,21.36,0.13,0,0,99.26,5.05
2021,7,12,20,26.5,21.12,0.13,0,0,99.33,4.63
2021,7,12,21,26.09,20.75,0.12,0,0,99.38,4.42
2021,7,12,22,25.72,20.45,0.06,0,0,99.38,4.36
2021,7,12,23,25.49,20.26,0.04,0,0,99.33,4.19
2021,7,13,0,25.33,20.08,0.03,0,0,99.26,3.92
2021,7,13,1,25.22,20.02,0.04,0,0,99.21,3.51
2021,7,13,2,25.19,19.96,0.08,0,0,99.16,3.17
2021,7,13,3,25.11,19.84,0.16,0,0,99.15,3
2021,7,13,4,24.99,19.78,0.26,0,0,99.16,3.02
2021,7,13,5,24.98,19.78,0.19,6.72,4.88,99.19,3.18
2021,7,13,6,26.16,20.39,0.14,83.22,111.4,99.22,3.11
